Id,llm_author,llm_procedure,llm_tfeu_article,llm_primary_obligation,llm_status
32020D0636,Commission_implementing,delegated_implementing,,technical_standard,ok
32020D0667,Commission_implementing,delegated_implementing,,technical_standard,ok
32020D0787,Commission_other,other,,other,ok
32020D1489,Council,other,218.0,other,ok
32020R0857,Commission_implementing,delegated_implementing,,obligation,ok
32020R1125R(01),Council,delegated_implementing,,prohibition,ok
32020R1230,Commission_delegated,delegated_implementing,,technical_standard,ok
32021D1730,Commission_implementing,delegated_implementing,,technical_standard,ok
32021D1731,Council,other,218.0,obligation,ok
32021R0548,Commission_implementing,delegated_implementing,,obligation,ok
32021R0598,Commission_delegated,delegated_implementing,,technical_standard,ok
32021R1061,Commission_delegated,delegated_implementing,,obligation,ok
32021R2070,Commission_implementing,delegated_implementing,,prohibition,ok
32022D0461,Commission_implementing,delegated_implementing,,technical_standard,ok
32022D0728,Commission_implementing,delegated_implementing,,obligation,ok
32022D0773,Commission_other,delegated_implementing,,technical_standard,ok
32022D1285,Council,other,,other,ok
32022R0113,Council,delegated_implementing,,prohibition,ok
32022R2299,Commission_implementing,delegated_implementing,,technical_standard,ok
32023D0457,Council,other,,prohibition,ok
32023D0855,Council,other,,other,ok
32023R0203R(01),Commission_implementing,delegated_implementing,,obligation,ok
32023R0450,Commission_delegated,delegated_implementing,,technical_standard,ok
32023R0840,Commission_delegated,delegated_implementing,,technical_standard,ok
32023R1441R(01),Commission_implementing,delegated_implementing,,technical_standard,ok
32023R1472,Commission_implementing,delegated_implementing,,technical_standard,ok
32024D0956,Council,other,173.0,obligation,ok
32024D1645,Council,treaty,,obligation,ok
32024D1972,Council,other,,obligation,ok
32024R1778R(01),Council,delegated_implementing,,prohibition,ok
32025D0105R(01),Commission_implementing,delegated_implementing,,technical_standard,ok
32025D0893,Commission_implementing,delegated_implementing,,technical_standard,ok
32025R0846,Commission_implementing,delegated_implementing,,technical_standard,ok
32025R0847,Commission_implementing,delegated_implementing,,technical_standard,ok
31983D0474,Commission_other,other,,other,ok
31997D0114,Commission_other,infringement,,obligation,ok
31998D0387,Commission_other,other,,obligation,ok
31998D0482,Council,delegated_implementing,,technical_standard,ok
31998D0520,Commission_other,other,,technical_standard,ok
31998D0522,Commission_other,other,,technical_standard,ok
31999D0326,Commission_other,other,,other,ok
32004H0345,Commission_other,recommendation,211.0,recommendation,ok
32004L0066R(01),Council,other,,other,ok
32004R0793R(01),EP_Council,ordinary_legislative,80.0,obligation,ok
32005R2150,Commission_other,delegated_implementing,,technical_standard,ok
32007D0414,Commission_other,infringement,88.0,prohibition,ok
32008D0432,Commission_other,delegated_implementing,,technical_standard,ok
32008E0944,Council,other,,obligation,ok
32008L0096R(01),EP_Council,ordinary_legislative,71.0,obligation,ok
32008R1099R(01),EP_Council,ordinary_legislative,285.0,obligation,ok
32009D0302R(01),Council,other,80.0,obligation,ok
32009D0511,Council,other,80.0,obligation,ok
32009D0554,Commission_other,infringement,88.0,prohibition,ok
32009D0740,Commission_other,delegated_implementing,,technical_standard,ok
32009L0081R(02),EP_Council,ordinary_legislative,95.0,obligation,ok
32009R0169,Council,ordinary_legislative,83.0,prohibition,ok
32010D0302,Council,other,100.0,other,ok
32011D0784,Commission_other,infringement,108.0,prohibition,ok
32013D0752R(02),Commission_implementing,delegated_implementing,,technical_standard,ok
32013D0752R(03),Commission_implementing,delegated_implementing,,technical_standard,ok
32013L0022R(01),Council,other,,technical_standard,ok
32013R0151,Commission_delegated,delegated_implementing,,technical_standard,ok
32014D0276,Commission_implementing,delegated_implementing,,technical_standard,ok
32014D0800,Council,other,,other,ok
32014R1299R(01),Commission_implementing,delegated_implementing,,technical_standard,ok
32015D2276R(01),Council,other,,other,ok
32016D1795,Council,other,91.0,technical_standard,ok
32016D2240,Council,other,,other,ok
32016R1649,Commission_delegated,delegated_implementing,,technical_standard,ok
32016R1719R(02),Commission_implementing,delegated_implementing,,technical_standard,ok
32016R2286,Commission_implementing,delegated_implementing,,technical_standard,ok
32017D0132,Commission_implementing,delegated_implementing,,other,ok
32017R0981,Commission_implementing,delegated_implementing,,technical_standard,ok
32017R2177R(02),Commission_implementing,delegated_implementing,,technical_standard,ok
32018R0761R(01),Commission_delegated,delegated_implementing,,technical_standard,ok
32018R1866,Commission_implementing,delegated_implementing,,prohibition,ok
32019D0709,Commission_implementing,delegated_implementing,,obligation,ok
32019D0797R(02),Council,other,,prohibition,ok
32019R0924,Commission_implementing,delegated_implementing,,technical_standard,ok
32019R1140,Commission_implementing,delegated_implementing,,technical_standard,ok
32020D1502,Commission_other,other,249.0,obligation,ok
32020D1748,Council,other,29.0,prohibition,ok
32020D2025,Council,other,194.0,other,ok
32021D1250,Council,other,,other,ok
32021D1828,Commission_implementing,delegated_implementing,,other,ok
32021D1886,Commission_implementing,delegated_implementing,,technical_standard,ok
32021L1047R(01),Commission_delegated,delegated_implementing,,technical_standard,ok
32021R1751,Commission_implementing,delegated_implementing,,technical_standard,ok
32021R2103,Commission_delegated,delegated_implementing,,technical_standard,ok
32022D0706R(01),Commission_implementing,delegated_implementing,,technical_standard,ok
32022D0771,Commission_other,delegated_implementing,,technical_standard,ok
32022D0775,Commission_other,delegated_implementing,,technical_standard,ok
32022D1462,Commission_implementing,delegated_implementing,,technical_standard,ok
32022D2256,Commission_other,other,,other,ok
32022R1862,Commission_implementing,delegated_implementing,,technical_standard,ok
32022R1862R(01),Commission_implementing,delegated_implementing,,technical_standard,ok
32023D0994,Council,other,,other,ok
32023D1059R(01),Council,other,48.0,obligation,ok
32023D2669,Commission_implementing,delegated_implementing,,technical_standard,ok
32023R0203,Commission_implementing,delegated_implementing,,obligation,ok
32023R1441,Commission_implementing,delegated_implementing,,technical_standard,ok
32023R2414,Commission_implementing,delegated_implementing,,technical_standard,ok
32024D1638,Council,ordinary_legislative,218.0,obligation,ok
32024D1779,Council,other,29.0,prohibition,ok
32024D2035,Commission_other,infringement,,obligation,ok
32024D2880,Council,other,,other,ok
32024D3116,Council,other,,obligation,ok
32024R0482R(03),Commission_implementing,delegated_implementing,,technical_standard,ok
32024R1601R(01),Commission_implementing,delegated_implementing,,prohibition,ok
32025D0635,Commission_implementing,delegated_implementing,,technical_standard,ok
32025L0290R(01),Commission_delegated,delegated_implementing,,technical_standard,ok
32025R0021,Commission_delegated,delegated_implementing,,obligation,ok
32025R0302,Commission_implementing,delegated_implementing,,technical_standard,ok
32025R0655,Commission_implementing,delegated_implementing,,technical_standard,ok
32025R0848,Commission_implementing,delegated_implementing,,technical_standard,ok
31992D0483,Commission_other,infringement,93.0,prohibition,ok
31993R3604,Council,ordinary_legislative,104.0,prohibition,ok
31994D0411,Commission_other,other,,other,ok
31995D2717,EP_Council,ordinary_legislative,129.0,technical_standard,ok
31997D0258,Commission_other,other,,prohibition,ok
31997D0474,Council,other,,other,ok
31999D0037,Council,other,,obligation,ok
31999L0062,EP_Council,ordinary_legislative,71.0,obligation,ok
32001R2580,Council,other,,prohibition,ok
32003D0668,Commission_other,other,,other,ok
32003D0777,Commission_other,other,,prohibition,ok
32003L0051,EP_Council,ordinary_legislative,44.0,obligation,ok
32004D0545,Commission_other,delegated_implementing,,technical_standard,ok
32004D0920,Commission_other,other,,other,ok
32006D0077,Commission_other,other,,other,ok
32006L0038,EP_Council,ordinary_legislative,71.0,obligation,ok
32006R1637R(01),Other,other,,obligation,ok
32008D0014,Other,other,,obligation,ok
32008D0030,EP_Council,ordinary_legislative,,obligation,ok
32008D0305,Council,other,80.0,obligation,ok
32008F0909R(03),Council,other,,obligation,ok
32008H0653,Commission_other,recommendation,211.0,recommendation,ok
32009D0516,Council,other,80.0,obligation,ok
32009D0517,Council,other,80.0,obligation,ok
32009L0110R(01),EP_Council,ordinary_legislative,95.0,obligation,ok
32011H0024,Commission_other,recommendation,292.0,recommendation,ok
32011R1332,Commission_implementing,delegated_implementing,,technical_standard,ok
32011R1332R(02),Commission_implementing,delegated_implementing,,technical_standard,ok
32012D0540,Commission_other,infringement,108.0,prohibition,ok
32013D0233R(02),Council,other,,other,ok
32013R0152,Commission_delegated,delegated_implementing,,technical_standard,ok
32014D0042,Council,other,,other,ok
32014D0415R(03),Council,other,222.0,obligation,ok
32014D0453,Council,other,172.0,obligation,ok
32015D0632,Council,other,122.0,other,ok
32015D1793,Council,other,,other,ok
32016D0207R(01),Council,other,,other,ok
32016R1375R(02),Commission_implementing,delegated_implementing,,prohibition,ok
32017D2075R(01),Commission_delegated,delegated_implementing,,technical_standard,ok
32018D0500,Commission_implementing,delegated_implementing,,technical_standard,ok
32018D1797R(01),Council,other,,obligation,ok
32018R1973,Commission_implementing,delegated_implementing,,technical_standard,ok
32019D0235R(01),Commission_implementing,delegated_implementing,,technical_standard,ok
32019R0554,Commission_implementing,delegated_implementing,,technical_standard,ok
32020D0636R(01),Commission_implementing,delegated_implementing,,technical_standard,ok
32020D1109,Council,ordinary_legislative,113.0,obligation,ok
32020R0370,Council,delegated_implementing,,prohibition,ok
32020R1992,Commission_implementing,delegated_implementing,,prohibition,ok
32021R0453R(01),Commission_implementing,delegated_implementing,,technical_standard,ok
32021R0731,Commission_delegated,delegated_implementing,,technical_standard,ok
32022D0472,Council,other,,obligation,ok
32022D2352,Council,other,,other,ok
32022D2354,Council,other,,other,ok
32022R2295,Commission_implementing,delegated_implementing,,prohibition,ok
32022R2301,Commission_implementing,delegated_implementing,,obligation,ok
32023D0229,Council,other,,obligation,ok
32023D0230,Council,other,,other,ok
32023D0386,Council,other,,other,ok
32023D0855R(01),Council,other,,other,ok
32023R1111,Commission_implementing,delegated_implementing,,prohibition,ok
32024D2543,Council,other,91.0,technical_standard,ok
32024D3116R(01),Council,other,,obligation,ok
32024Q02022,Other,other,,obligation,ok
32024R1502,Commission_delegated,delegated_implementing,,technical_standard,ok
32024R1943,Commission_implementing,delegated_implementing,,obligation,ok
32024R3014,Commission_implementing,delegated_implementing,,obligation,ok
32024R3143,Commission_implementing,delegated_implementing,,obligation,ok
32025D0554,Council,other,189.0,obligation,ok
32025D0823R(01),Council,other,,other,ok
32025R0022,Commission_delegated,delegated_implementing,,obligation,ok
31973H0304,Commission_other,recommendation,,recommendation,ok
31985D0525,Commission_other,other,,other,ok
31985D0529,Commission_other,other,,other,ok
31985D0535,Commission_other,other,,other,ok
31998D0516,Commission_other,other,,technical_standard,ok
31999D0170,Council,ordinary_legislative,130.0,obligation,ok
31999D0321,Council,other,,other,ok
32002L0058,EP_Council,ordinary_legislative,95.0,obligation,ok
32004D0090R(01),Commission_implementing,delegated_implementing,,technical_standard,ok
32005D0053,Commission_other,delegated_implementing,,technical_standard,ok
32005D0631,Commission_other,delegated_implementing,,technical_standard,ok
32005L0082,EP_Council,ordinary_legislative,95.0,other,ok
32006D0345,Council,other,80.0,obligation,ok
32006D0621,Commission_other,infringement,88.0,prohibition,ok
32008H0295,Commission_other,recommendation,,recommendation,ok
32009D0513,Council,other,80.0,obligation,ok
32009D0514,Council,other,80.0,obligation,ok
32009D0812,Commission_other,other,,technical_standard,ok
32009L0012,EP_Council,ordinary_legislative,80.0,obligation,ok
32009L0110R(02),EP_Council,ordinary_legislative,95.0,obligation,ok
32009L0114R(01),EP_Council,ordinary_legislative,95.0,technical_standard,ok
32009R0545,EP_Council,ordinary_legislative,80.0,obligation,ok
32010D0194,Commission_other,other,,technical_standard,ok
32012D0685,EP_Council,ordinary_legislative,,obligation,ok
32012L0047,Commission_other,delegated_implementing,,technical_standard,ok
32012R1112,Commission_implementing,delegated_implementing,,technical_standard,ok
32013D0654R(01),Commission_implementing,delegated_implementing,,technical_standard,ok
32013H0466,Commission_other,recommendation,,recommendation,ok
32013R0909R(01),Commission_implementing,delegated_implementing,,technical_standard,ok
32014D0364,Council,other,196.0,obligation,ok
32014D0482,Council,other,,other,ok
32015D0750,Commission_implementing,delegated_implementing,,technical_standard,ok
